 MASS_RT,2,5,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C50B, C53A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A,,,,,
254.09_15.38,388358,33011,122552,55967,273404,1388537,41588,548101,3914,52081,109408,69408,326767,20247,14792,29715,15466,27770,68216,19161,120632,69832,35057,23333,941222,20748,6409,7612,4496,66433,153897,44363,35764,35630,7814,13319,203104,31805,26441,63193,674396,13283,90522,142893,11069,508620,10294,7667,149855,44586,92502,7993,164541,28456,15895,29540,59534,114625,2830,15323,99099,19473,358447,47888,17358,1124523,22459,285401,30803,286650,88626,86412,11929,,,,,
254.2246_27.12,83203,97524,242977,164388,85294,127248,108906,87852,54048,135655,143602,72176,133585,69154,152919,185200,163881,75472,54185,70429,63733,81071,155686,95467,100999,91975,116522,110091,104973,170791,213599,188816,127071,64975,55480,124718,211582,106486,117980,123317,124634,208837,81457,87947,75238,170399,62463,104794,58416,254521,120587,178090,161231,163087,113683,82116,358251,386656,75861,47082,82342,237598,152492,273160,112732,155196,256462,158944,91299,127917,133630,100507,172283,,,,,
256.095_1.09,75817,99796,44182,61663,66983,93201,127404,93147,191894,184654,308110,118257,104874,96970,36356,117335,100484,205264,124230,233388,162843,82596,134435,71182,126037,219227,125043,102055,98857,115103,97954,113948,131533,201543,198023,68183,143366,99298,237898,40224,110971,106418,407966,51180,167672,92237,157244,80326,40201,121712,89198,119663,88617,63342,74134,79053,60643,61074,25436,70097,51474,82091,22285,110572,203265,28670,325223,127973,54035,156714,61314,74765,174231,,,,,
256.2399_30.54,968674,755984,1390936,1039216,681343,978599,1039487,676499,534589,804274,876738,755448,1288981,667420,1090260,1338192,1237085,718263,592773,602611,715168,718149,995846,589835,831832,732826,1117245,795331,655220,1454566,1490611,1087662,782546,543939,588668,712414,1372364,948429,908133,1007471,954725,1185962,948328,746637,918990,868465,570407,1071373,509579,1690513,1162111,1175129,1142010,1219709,1026878,605976,2125382,1870018,656263,439416,1021712,1249777,1214653,1195228,906879,924227,1398510,1701643,550412,831977,1019217,751548,907446,,,,,
258.1824_11.13,20485,30539,18914,40117,7333,34093,18535,24165,8564,21694,5828,64231,63835,4292,5921,13326,16949,14473,10747,11409,16147,8484,35810,24582,10676,15481,17333,16823,6955,9542,8473,21375,28804,22378,76750,17080,23980,60613,7574,10529,11345,12617,12862,27259,56849,68703,8435,35105,18763,19693,14611,8011,15413,5775,18701,12207,11765,16460,4064,8581,9918,12098,56752,60443,11124,5491,40063,14391,1619,14206,2675,9744,31676,,,,,
262.0812_7.09,69664,72316,34220,38430,32528,95507,86857,50824,51239,106396,94731,99635,32108,37182,21840,21991,27246,84701,55920,72520,38611,33177,76161,12407,106733,83068,26834,43576,50149,35741,55754,42912,62272,67055,96105,25977,57174,55009,108063,21243,37675,29843,116572,11795,78362,27390,85464,38718,10148,45215,56202,19493,47223,32697,31138,12163,47535,42998,18047,18375,52553,21619,21584,32056,67187,23468,51554,30255,55294,63182,19962,50514,78249,,,,,
266.1549_20.14,630770,552782,627642,582544,581614,560302,567543,511231,597438,584190,546434,593025,661082,562761,497268,586166,505473,531714,519256,556359,507122,527941,574547,509423,513963,493210,569788,517169,548976,498897,675675,951526,623508,510530,581836,626995,597185,622572,560177,574428,493074,558280,560462,621169,594685,606273,520860,642565,574074,638905,567622,542362,503565,554649,528238,537407,638224,556146,565824,488287,600998,544552,609958,630664,565670,551311,528318,619645,565410,562564,672614,673616,534769,,,,,
268.1307_11.84,126286,195796,100790,142120,119189,93894,418239,215472,117381,160118,146820,368961,95477,122822,120406,96843,147467,270591,68324,164421,148824,175334,188739,84533,248757,112926,129669,164248,109725,115090,197743,241963,55027,66933,202166,143572,116957,187944,209374,144837,141208,67051,234447,112179,114467,147431,150284,169207,88800,204859,125558,75052,133358,168646,65844,65333,143746,89631,86117,76820,221262,101711,141436,105390,189695,74863,212546,159514,119153,116276,115761,103740,284556,,,,,
272.2343_25.74,74796,82605,78687,94247,57296,100391,83473,85091,54900,98112,84164,93672,77916,63704,76548,64972,78339,65181,68214,66861,77141,68708,83754,60260,78114,76615,70945,68662,70268,87537,131729,72252,62127,81714,75289,71530,80940,87421,98572,87249,61468,77470,105981,79123,88132,74713,62234,64999,57453,88171,76523,75201,81269,65619,52794,54305,84346,74652,75415,57285,69765,87818,96196,77382,69261,70424,100842,101381,60625,90288,110981,60988,93044,,,,,
274.8347_37.63,1029002,952720,1116631,1067856,998989,1141526,1087531,1029704,1043521,1119696,1037488,1147626,1065751,1093041,1011604,1066873,985829,1099205,1095544,990117,1049035,1066918,1127356,968137,1061136,1036396,1091934,1091923,1023781,1065893,1228784,1032756,1050172,1026639,1134917,965445,1132255,1156230,1124082,1053076,1067166,974928,1046956,1059364,947362,1057934,968637,1146730,1000459,1148702,1019250,915947,1024277,1047681,1058033,955843,1059611,1088878,1018063,994128,1029927,1066348,1071320,1107167,1012956,987413,1105404,1057056,965235,1061296,1126719,969643,1096763,,,,,
278.0777_1.09,17399,20891,12949,13779,13104,20758,27081,18694,32677,40081,60333,25896,18814,20120,7002,24994,19761,32970,23333,46073,39610,18094,24560,14198,26023,45138,24575,22478,20235,26405,19785,25811,26306,36206,40495,12762,31854,19538,48978,6954,24069,21572,83989,12228,31177,17936,30465,16493,7491,22773,19507,24496,19504,14345,13757,14446,11348,16488,4876,13258,8442,18122,4845,23313,47494,5452,59110,24961,10944,26223,13004,15854,36091,,,,,
278.2244_25.73,70083,74007,148960,84442,61814,47295,164775,129058,51526,52211,83775,57700,118218,51954,85398,178461,87230,50116,52561,60389,38726,91789,67755,56016,46124,53009,80792,67788,62951,108503,121410,82624,58554,71416,41627,83524,111288,96602,72540,94510,84748,81337,92621,70438,67330,73273,50906,115619,38206,167494,101226,78827,63493,128979,68130,54648,127176,137698,33840,26157,181040,104680,65581,126936,92952,47070,112176,266549,51004,41395,91293,52871,74708,,,,,
280.2399_28.07,938068,1191449,1774284,1506899,758722,693484,2614597,1892549,690728,788700,1317080,829152,2237672,723194,1393932,2308327,1239762,1524581,997491,714006,1240706,1287852,798847,1552767,821913,1227578,1275962,1679545,823575,1730910,2577499,2077211,955328,1069536,529530,1681808,2132446,1776206,1016600,1177995,1730903,1458842,1281238,1142573,1473351,1223013,713913,1533601,539585,2291890,2359065,1570682,912891,3067936,1478056,824967,2094533,1855136,381524,510123,3099100,1828001,2585566,2122310,2062505,935118,2283269,3522392,1111837,670188,2664090,740168,1948447,,,,,
280.24_28.07,949337,1198379,1803206,1519104,767788,704037,2625080,1906428,698866,797191,1326667,836332,2260099,731411,1403270,2322412,1251761,1533282,1001742,721359,1246442,1293998,810472,1566398,829163,1234189,1289289,1693094,831515,1743868,2589350,2101249,968996,1074041,537967,1693687,2160923,1797326,1033764,1199052,1761436,1459997,1297928,1163615,1489087,1255984,728668,1560101,555021,2329859,2385598,1593831,934952,3105190,1499630,847957,2128971,1893977,401222,524744,3126663,1871928,2620442,2171354,2091833,958725,2326309,3591431,1133479,685544,2690751,771313,1948419,,,,,
280.9149_1.09,108880,102464,120467,164660,80338,116174,141303,75312,91637,118619,76529,82374,68954,78566,101472,70640,101422,134230,80953,62079,52467,107932,156162,101431,59710,99913,158388,109490,87916,113634,123804,118533,68920,105090,103319,67509,45252,54665,113289,84865,85044,64386,51382,65571,51066,128350,55685,57002,99480,124532,74224,60750,112282,78726,80921,53076,102807,69383,110332,99436,59923,94714,117343,87478,91862,60634,105660,103421,98954,66262,138902,56409,120298,,,,,
280.9152_0.79,224970,204349,241434,246422,221268,267574,241358,174907,257530,282218,215675,233548,157588,196533,233332,104463,214702,301375,228270,185309,112693,277344,236923,195719,211476,167720,290367,247409,216583,250538,258086,206806,216994,243715,247142,176530,104402,224069,249162,212601,244643,239228,163446,192856,112874,207333,132272,173388,271297,251246,234137,189373,243125,259724,259133,224860,269359,265325,233965,277195,191374,232991,271074,244216,213324,224410,271767,257829,252048,279013,245718,207287,263920,,,,,
282.2556_31,2678432,1657419,4751390,2920847,1454685,1659718,2492815,2095813,988948,2312691,3552444,1707719,3866772,1594604,4177128,4787012,4664983,2108835,1348896,1899783,1878803,2244150,3589318,2236118,2797023,1838618,3935505,2722617,2356953,5421717,3711383,3062101,2329604,1307546,2048408,2350335,5141875,3322902,2724130,3016033,3449658,2793739,3091005,1734068,2782830,3884545,1768096,3345239,1084010,6919752,3082610,4781583,4790800,3926673,2848400,1378657,9706675,7215612,1366742,709919,2145421,5087783,2794197,5958767,2264935,2376958,5071480,4761299,1923678,2078658,3150288,2165006,3754699,,,,,
282.9139_0.84,95658,89964,96171,104431,94391,116523,102399,74733,109785,121036,94406,95479,67547,83437,102542,41022,93355,127392,97803,80035,42986,117772,98167,83711,85152,72024,122855,106063,93644,106312,105588,89538,96581,98645,104149,77858,41143,92274,103773,87699,104723,95050,64980,80253,43725,87553,51751,71694,119683,104143,95387,80629,98659,106484,107828,98533,107083,107130,96362,122882,78517,98356,118261,100156,89485,93312,111656,115298,107985,110617,104199,90993,112334,,,,,
284.2711_34.3,421867,260945,397476,389034,287665,316456,440843,209431,274841,319801,275969,353207,396873,308770,329553,382763,350036,281541,310198,251923,354737,328895,349698,203639,337985,301185,391788,301129,285806,381307,487067,287396,309033,276966,312575,244229,449621,389125,386939,374522,307139,341550,423236,299134,378712,248238,236735,395419,204676,454459,434556,330162,359060,394801,386455,259318,452284,482735,290602,229465,382834,325576,334465,382670,232788,330813,435120,497358,197722,317124,317787,285310,313914,,,,,
287.9405_0.77,40154,52044,40626,42542,28862,61564,46686,34068,35864,50086,43405,40041,17738,29502,43749,11128,38049,40249,43706,31224,18207,46963,99639,58837,37301,29459,54353,47780,31381,50395,52797,71645,32220,35171,42622,28806,17814,45111,62331,53998,45912,57209,40255,49411,22307,73357,22770,33239,62794,71049,47146,38592,57937,56643,25935,28618,148331,41303,87641,48674,34900,56389,37495,52663,46781,35052,49302,45627,49736,42600,60198,37597,59683,,,,,
294.1046_0.76,703161,740364,626335,912409,519510,907167,776369,406032,458807,843757,661548,794265,230350,405513,670599,164175,699707,941856,666879,380816,193173,780542,925322,973541,509279,421863,917570,869462,494086,936603,938983,1071068,414277,690522,672773,401880,167065,673170,1080947,751462,600818,832413,404876,459006,201554,929486,247508,273836,893318,969952,756816,525007,906799,880436,359709,365683,861836,623500,678498,884075,407833,850198,774786,892778,654527,520468,878898,775916,939062,740751,1052741,513299,1072912,,,,,
294.1288_0.76,721281,691122,742055,994648,590260,849366,888657,400660,436441,828034,613454,1142029,266941,397873,733589,198877,711278,1045655,979004,356002,233006,889125,1027934,839743,605442,461544,1055668,936589,462262,1059123,997169,934211,394807,780586,657515,366043,242788,864186,1090947,862041,585670,856386,495814,458784,203680,943046,286203,280008,817136,1065007,821637,497409,1001853,975244,398673,349304,931646,729977,700065,950692,463981,895101,773840,978205,686494,666410,989055,767893,859302,867887,1164962,483376,1215173,,,,,
294.1612_0.76,746635,762491,691970,838117,582059,877918,814642,447661,490967,854246,705501,822373,283717,480634,731584,219088,747656,888884,717064,449479,275326,817492,923727,1010991,591360,492311,923095,912950,565794,971003,994011,1137313,486883,729041,700607,476182,207567,714443,1057928,790743,620028,860442,480846,538260,242132,956197,313135,346021,933994,954302,797965,576892,899098,913312,407730,425675,895221,691935,731092,899358,490002,890439,740310,902526,727480,579208,874468,782535,961150,782088,1066670,577458,1057030,,,,,
294.186_29.18,258911,236865,329017,291567,267361,314254,293606,238646,329207,310937,267569,383087,372415,277746,244623,335866,223761,248636,214119,267693,259185,249094,311989,210299,278068,237072,277431,204907,237985,244501,318819,356588,291871,259711,287292,469612,288712,324984,300246,300078,253651,309001,282676,388832,315091,279770,250509,311055,250089,363868,254288,251607,258836,263410,264367,255003,321191,285066,286627,224367,314829,273341,292211,320227,244726,274718,372325,319719,274782,297504,301537,362358,268741,,,,,
294.2061_0.76,572029,626718,570980,729814,478724,769820,690479,381670,413568,680569,583214,666912,221005,377064,598433,161666,626808,741251,579487,361478,187019,679632,780887,837090,475227,401329,793115,753048,451302,798045,817551,932284,383765,619760,591200,373796,161363,604682,924772,662829,544559,734011,384589,423413,196601,792149,237348,267194,773122,803464,681386,476821,777438,755945,335597,338105,752835,568155,613414,743236,385201,742304,622863,767820,599180,473257,763069,657678,800369,646185,879311,458073,878817,,,,,
294.251_0.76,565516,622949,570257,729536,477349,765539,689405,380025,412233,677797,579968,659285,221575,378059,596706,159364,624107,739117,571986,357710,186536,677918,779922,830665,473665,409197,789983,750160,447202,795795,839882,923572,382590,618993,588978,372543,162396,601868,968456,661464,542036,729793,383096,421718,196976,791130,238426,264167,769549,812828,679609,474425,777143,748607,339508,336161,745536,566516,638310,741820,384091,740034,620720,765324,597132,471116,755406,655869,795672,644608,875939,455228,878831,,,,,
295.9602_0.57,105158,75460,68521,88993,63551,89071,66363,49153,67196,119032,72716,118908,44601,69581,79796,50280,68479,101279,91323,70829,79922,78073,104656,86642,88933,80334,86938,89138,88478,101641,109323,101515,70329,75044,94284,73327,52927,82172,94365,83304,64234,84053,82300,75609,58706,97659,63769,65307,79249,93135,81381,54332,96155,94904,50478,54986,97881,79658,71127,94771,78916,100850,92383,94121,75903,70834,74807,84383,82747,88899,120976,76255,92836,,,,,
298.1601_19.77,495499,522536,770329,723593,740418,658873,748799,731012,704608,656933,555099,597294,837831,682108,726122,727963,691528,705046,628915,477743,740365,731457,776736,678033,645360,711821,756165,738827,668134,672481,837815,1083445,671595,679401,695798,540076,683844,717199,726826,720043,769214,684501,690235,677657,692551,721114,700979,703665,760840,747075,672998,543639,696443,778849,785766,577482,639537,761915,772966,745079,738737,693568,771330,768699,820974,675078,774778,714370,684863,666277,757208,625604,707709,,,,,
302.0087_35.97,63521,199628,175387,124164,114089,227013,87278,222415,126346,136339,238679,82323,126932,146907,139445,140571,164431,126997,120409,169977,99371,71039,190872,194478,100044,131503,98571,126675,90069,95131,106418,165705,151458,122864,177784,223267,145631,120583,98293,134747,135323,155598,108630,160220,160081,227722,123996,170548,178863,149774,151918,118283,105425,121142,139160,169242,123210,129514,117047,112686,128342,172108,194104,148870,177467,115056,124221,208068,126464,140124,145709,218686,110334,,,,,
302.0089_35.47,191175,224529,151124,160257,180353,282624,152635,219676,237429,252994,256081,121750,168275,196082,183729,191582,114236,200035,142038,214457,167311,156930,269814,156491,141484,121562,158025,194847,180011,196441,166154,172620,270690,128617,239084,294609,192883,189844,163408,174558,241868,143530,150036,224705,164278,280310,133500,236759,188865,208648,161194,145878,144046,139944,165601,245329,174057,192091,141614,160028,151123,258310,200675,128406,195084,137061,218234,356493,119370,179270,223782,299090,217828,,,,,
302.009_36.64,64555,195135,224337,171231,94632,671539,89678,301225,207617,179643,284445,120200,137051,142797,99885,126749,162099,88593,112831,191074,122443,48868,163501,212930,159592,117973,120250,87444,124502,80290,121891,205564,268998,168351,310251,229772,124537,148363,69231,220852,271022,141980,145405,153053,164674,537444,114882,116738,242740,121703,171028,177223,161704,118136,128342,211760,114409,137001,125637,96058,142064,451359,439618,122466,298801,138086,86112,487856,133856,156162,82313,250316,104113,,,,,
302.2242_25.3,43125,105147,72270,32699,38748,79426,552486,61986,71253,78176,71298,124365,125651,46285,47581,54304,103184,142527,22847,40071,44065,47228,80993,9423,85719,56263,33721,40977,62553,45309,78985,85477,53602,32718,58765,24143,42497,69561,160900,223025,70105,131133,154359,21215,57313,93783,116782,94190,11444,89146,72361,43291,112371,66175,57864,32906,87045,112799,53127,32975,57459,54592,96334,45057,58013,47327,57697,81376,28897,96369,24188,67574,89474,,,,,
304.2398_27.6,172666,265186,400796,307873,167863,215576,555750,191275,167027,258617,221091,287786,315248,168190,288724,383732,376482,228382,213161,171338,210802,265304,295256,172451,224675,231443,251192,222353,208228,282893,430783,357098,217183,144043,244504,162413,292329,268704,314715,303992,332803,375341,245346,252493,231021,336651,183536,318737,180218,386881,342117,148071,267123,431881,223286,222350,563132,370615,259153,163446,202282,370143,274882,315256,338161,193737,350703,357205,195525,249326,336101,307906,197368,,,,,
306.255_29.45,33029,35278,62691,45486,29485,31215,61003,27217,25647,30883,27568,29085,61881,23345,54988,74056,60544,23450,33299,21268,25420,35971,35633,24984,25731,24596,53775,39227,25153,53152,61691,67152,36696,15515,20195,23639,55778,33720,36334,51158,44405,56084,37729,32815,36131,48279,24924,41466,19576,71953,51383,30100,41852,67538,28175,24286,74367,52030,30142,17485,47934,42000,55986,43118,34214,34964,52408,55738,20596,29419,50264,26933,30208,,,,,
310.1814_24.62,308101,283446,331989,345752,318671,274347,348101,279845,293538,304251,305006,346254,416385,281975,277035,311373,330109,308770,324121,287635,283016,315975,286458,263913,261965,238076,317329,336659,319007,281173,377382,926438,331409,260259,330768,301832,322802,324842,307255,296911,295723,259684,289336,329387,295103,316952,243888,353926,281933,366079,307034,270405,274222,289794,321823,248898,329114,319319,319952,288301,324108,284158,328814,285314,270432,283340,257290,329881,279303,268462,300513,298926,333302,,,,,
